date,open,high,low,close,volume
2024-05-08,2035.19,2036.34,2021.17,2026.9,63537
2024-05-09,2026.9,2029.08,2019.2,2027.79,222991
2024-05-10,2027.79,2039.58,2024.37,2033.66,137462
2024-05-13,2033.66,2036.09,2015.97,2018.07,184536
2024-05-14,2018.07,2025.18,2005.8,2010.26,202603
2024-05-15,2010.26,2022.4,2006.88,2015.97,146693
2024-05-16,2015.97,2050.06,2012.98,2043.77,223678
2024-05-17,2043.77,2055.87,2039.11,2050.05,98079
2024-05-20,2050.05,2057.73,2046.34,2049.94,75622
2024-05-21,2049.94,2054.88,2037.28,2040.16,128548
2024-05-22,2040.16,2048.55,2032.3,2045.57,199599
2024-05-23,2045.57,2051.62,2013.02,2015.48,146852
2024-05-24,2015.48,2017.43,2008.02,2015.49,227002
2024-05-27,2015.49,2018.61,2009.39,2012.1,235580
2024-05-28,2012.1,2013.22,2001.6,2006.43,214302
2024-05-29,2006.43,2042.83,2001.64,2034.97,147665
2024-05-30,2034.97,2038.08,1997.88,2005.38,57168
2024-05-31,2005.38,2012.73,1999.03,2005.71,65976
2024-06-03,2005.71,2014.43,1997.76,2007.14,172143
2024-06-04,2007.14,2017.93,2004.92,2013.37,209780
2024-06-05,2013.37,2019.66,1992.06,1994.63,101917
2024-06-06,1994.63,1997.8,1982.21,1989.64,213306
2024-06-07,1989.64,1993.49,1965.05,1972.39,178462
2024-06-10,1972.39,1979.63,1969.43,1971.47,216581
2024-06-11,1971.47,1981.99,1968.73,1974.38,188927
2024-06-12,1974.38,1978.51,1971.75,1976.92,142389
2024-06-13,1976.92,1983.54,1970.01,1975.16,98078
2024-06-14,1975.16,1984.46,1971.62,1977.96,161351
2024-06-17,1977.96,1984.6,1974.39,1980.66,51337
2024-06-18,1980.66,1987.24,1973.41,1986.07,88273
2024-06-19,1986.07,1991.14,1984.89,1986.96,189395
2024-06-20,1986.96,1992.49,1958.45,1966.3,75292
2024-06-21,1966.3,1968.29,1953.02,1957.28,211144
2024-06-24,1957.28,1966.79,1953.13,1961.93,73433
2024-06-25,1961.93,1969.14,1945.12,1951.8,55064
2024-06-26,1951.8,1953.77,1937.88,1943.03,243701
2024-06-27,1943.03,1950.56,1937.84,1944.94,146585
2024-06-28,1944.94,1948.62,1937.79,1944.99,60620
2024-07-01,1944.99,1962.25,1939.8,1956.01,103478
2024-07-02,1956.01,1967.79,1954.15,1962.6,101466
2024-07-03,1962.6,1966.39,1955.37,1958.06,113519
2024-07-04,1958.06,1964.37,1953.26,1959.99,78404
2024-07-05,1959.99,1961.43,1922.28,1926.96,141987
2024-07-08,1926.96,1932.98,1913.94,1918.32,95912
2024-07-09,1918.32,1921.47,1915.87,1917.2,189133
2024-07-10,1917.2,1924.64,1889.01,1890.31,244613
2024-07-11,1890.31,1897.08,1883.75,1887.22,230835
2024-07-12,1887.22,1892.42,1880.66,1890.64,199442
2024-07-15,1890.64,1910.35,1887.97,1902.95,189683
2024-07-16,1902.95,1911.52,1900.55,1908.12,199520
2024-07-17,1908.12,1936.01,1903.72,1930.26,160503
2024-07-18,1930.26,1955.77,1924.12,1948.54,147788
2024-07-19,1948.54,1950.94,1926.97,1930.01,146603
2024-07-22,1930.01,1932.77,1921.5,1927.98,150374
2024-07-23,1927.98,1935.01,1925.09,1926.75,208281
2024-07-24,1926.75,1933.17,1924.27,1928.39,152292
2024-07-25,1928.39,1931.99,1915.57,1922.34,245818
2024-07-26,1922.34,1934.32,1916.61,1929.95,89213
2024-07-29,1929.95,1944.74,1927.21,1939.16,245729
2024-07-30,1939.16,1942.03,1917.06,1922.01,234749
2024-07-31,1922.01,1934.48,1919.02,1933.49,167789
2024-08-01,1933.49,1936.27,1919.69,1926.55,83920
2024-08-02,1926.55,1946.36,1925.37,1939.34,76685
2024-08-05,1939.34,1949.89,1935.64,1946.49,87615
2024-08-06,1946.49,1949.13,1938.26,1945.55,108835
2024-08-07,1945.55,1972.91,1943.64,1969.35,207635
2024-08-08,1969.35,1985.12,1962.51,1980.46,242663
2024-08-09,1980.46,1989.19,1972.59,1981.44,83659
2024-08-12,1981.44,1990.4,1977.6,1984.99,59812
2024-08-13,1984.99,2015.96,1979.12,2014.35,228746
2024-08-14,2014.35,2039.3,2012.59,2032.08,101702
2024-08-15,2032.08,2049.9,2030.53,2044.27,230742
2024-08-16,2044.27,2052.25,2039.81,2047.52,185886
2024-08-19,2047.52,2056.54,2039.75,2055.05,194487
2024-08-20,2055.05,2060.09,2052.62,2057.5,163712
2024-08-21,2057.5,2063.18,2037.29,2039.28,93068
2024-08-22,2039.28,2053.52,2037.9,2050.73,115609
2024-08-23,2050.73,2063.34,2043.53,2056.45,175029
2024-08-26,2056.45,2058.94,2032.67,2040.4,142943
2024-08-27,2040.4,2046.74,2025.51,2033.15,236168
2024-08-28,2033.15,2039.25,2028.41,2030.73,163011
2024-08-29,2030.73,2038.54,2027.24,2035.31,131140
2024-08-30,2035.31,2061.97,2029.46,2057.03,243159
2024-09-02,2057.03,2065.57,2049.96,2057.87,75657
2024-09-03,2057.87,2060.71,2026.81,2034.52,145601
2024-09-04,2034.52,2049.83,2027.95,2043.06,78406
2024-09-05,2043.06,2048.3,2034.8,2041.61,69715
2024-09-06,2041.61,2044.24,2016.63,2020.88,128331
2024-09-09,2020.88,2025.33,1988.15,1993.82,95012
2024-09-10,1993.82,1996.13,1977.03,1981.68,177244
2024-09-11,1981.68,1991.51,1976.4,1986.78,218362
2024-09-12,1986.78,1991.88,1972.66,1978.33,60376
2024-09-13,1978.33,1992.65,1977.01,1986.04,234358
2024-09-16,1986.04,1991.91,1979.23,1983.29,132137
2024-09-17,1983.29,1987.67,1980.69,1986.07,87870
2024-09-18,1986.07,2001.18,1983.08,1995.04,140078
2024-09-19,1995.04,2005.64,1991.42,2002.57,56275
2024-09-20,2002.57,2005.32,1985.85,1990.53,154185
2024-09-23,1990.53,2021.52,1983.56,2014.15,237315
2024-09-24,2014.15,2021.69,1983.57,1990.86,164426
2024-09-25,1990.86,1993.99,1987.15,1989.21,67496
2024-09-26,1989.21,1991.55,1971.64,1977.61,222734
2024-09-27,1977.61,1996.71,1969.82,1992.33,133979
2024-09-30,1992.33,1995.84,1970.44,1977.26,211383
2024-10-01,1977.26,1984.99,1962.47,1965.59,145162
2024-10-02,1965.59,1968.32,1950.18,1952.74,82818
2024-10-03,1952.74,1959.66,1931.07,1937.18,239681
2024-10-04,1937.18,1941.33,1929.04,1931.1,80678
2024-10-07,1931.1,1938.95,1925.37,1933.77,188724
2024-10-08,1933.77,1941.13,1916.92,1923.1,124858
2024-10-09,1923.1,1927.45,1899.66,1904.13,188753
2024-10-10,1904.13,1910.0,1899.98,1901.49,232566
2024-10-11,1901.49,1907.94,1894.0,1901.54,240406
2024-10-14,1901.54,1916.61,1895.57,1910.06,62578
2024-10-15,1910.06,1914.2,1898.14,1901.18,143973
2024-10-16,1901.18,1907.03,1896.99,1899.44,106602
2024-10-17,1899.44,1912.15,1897.73,1910.18,143306
2024-10-18,1910.18,1911.48,1897.45,1899.21,235862
2024-10-21,1899.21,1906.1,1891.78,1898.51,140702
2024-10-22,1898.51,1899.96,1887.7,1894.82,224156
2024-10-23,1894.82,1896.18,1876.47,1878.84,203480
2024-10-24,1878.84,1884.93,1876.47,1877.93,151187
2024-10-25,1877.93,1893.03,1873.61,1891.0,233362
2024-10-28,1891.0,1918.32,1883.8,1916.87,246911
2024-10-29,1916.87,1919.99,1899.33,1900.69,161192
2024-10-30,1900.69,1917.21,1896.72,1911.75,247517
2024-10-31,1911.75,1926.76,1909.86,1924.97,184621
2024-11-01,1924.97,1946.31,1919.1,1939.48,215643
2024-11-04,1939.48,1947.05,1931.86,1934.88,160260
2024-11-05,1934.88,1944.38,1932.47,1939.02,78514
2024-11-06,1939.02,1944.93,1929.69,1932.39,112906
2024-11-07,1932.39,1941.52,1925.74,1939.37,186059
2024-11-08,1939.37,1959.13,1935.51,1953.81,178706
2024-11-11,1953.81,1961.44,1945.19,1951.39,117366
2024-11-12,1951.39,1961.79,1947.91,1954.47,69074
2024-11-13,1954.47,1968.38,1950.88,1965.04,228762
2024-11-14,1965.04,1979.79,1957.79,1973.99,216264
2024-11-15,1973.99,1976.14,1961.79,1966.65,54530
2024-11-18,1966.65,1988.57,1965.62,1983.32,236478
2024-11-19,1983.32,1994.86,1980.06,1989.59,168593
2024-11-20,1989.59,1994.33,1987.3,1991.93,93868
2024-11-21,1991.93,1996.19,1984.61,1992.92,59181
2024-11-22,1992.92,2008.85,1991.14,2001.79,205821
2024-11-25,2001.79,2017.26,2000.46,2014.67,104299
2024-11-26,2014.67,2017.67,1994.42,1999.87,195560
2024-11-27,1999.87,2004.11,1984.97,1989.99,121034
2024-11-28,1989.99,1992.36,1967.75,1969.94,76149
2024-11-29,1969.94,1980.06,1962.34,1975.73,169503
2024-12-02,1975.73,1984.28,1968.37,1980.86,92932
2024-12-03,1980.86,1984.83,1972.9,1977.27,129182
2024-12-04,1977.27,1982.51,1961.29,1964.83,149107
2024-12-05,1964.83,1987.8,1962.65,1980.83,89593
2024-12-06,1980.83,2003.93,1975.67,2000.42,141179
2024-12-09,2000.42,2024.59,1997.2,2019.96,173506
2024-12-10,2019.96,2022.89,2013.42,2021.15,173446
2024-12-11,2021.15,2030.24,2019.25,2023.45,99618
2024-12-12,2023.45,2029.37,2017.6,2025.72,101040
2024-12-13,2025.72,2033.66,2016.99,2024.68,101116
2024-12-16,2024.68,2030.97,2002.77,2010.36,215256
2024-12-17,2010.36,2016.7,1996.35,2003.65,249861
2024-12-18,2003.65,2019.8,2002.37,2014.05,145173
2024-12-19,2014.05,2016.42,2012.88,2014.62,111107
2024-12-20,2014.62,2021.5,2002.26,2009.46,247655
2024-12-23,2009.46,2013.78,2005.68,2007.02,63344
2024-12-24,2007.02,2034.59,1999.52,2028.69,174714
2024-12-25,2028.69,2053.83,2025.31,2047.4,191130
2024-12-26,2047.4,2062.85,2044.42,2061.55,208524
2024-12-27,2061.55,2072.04,2058.87,2064.35,246635
2024-12-30,2064.35,2065.4,2046.03,2049.99,214006
2024-12-31,2049.99,2059.96,2042.84,2052.99,140097
2025-01-01,2052.99,2057.8,2046.83,2049.63,154693
2025-01-02,2049.63,2061.59,2044.3,2057.86,125580
2025-01-03,2057.86,2077.9,2054.38,2071.12,189610
2025-01-06,2071.12,2076.83,2055.55,2063.26,245749
2025-01-07,2063.26,2087.17,2056.23,2080.2,142527
2025-01-08,2080.2,2087.33,2075.13,2081.54,177594
2025-01-09,2081.54,2089.04,2078.37,2083.29,164821
2025-01-10,2083.29,2087.88,2072.06,2076.94,139929
2025-01-13,2076.94,2082.96,2069.38,2075.24,145514
2025-01-14,2075.24,2082.66,2073.82,2077.03,176124
2025-01-15,2077.03,2080.94,2067.03,2075.16,150903
2025-01-16,2075.16,2081.76,2070.02,2071.84,246139
2025-01-17,2071.84,2076.34,2065.95,2067.56,185389
2025-01-20,2067.56,2100.6,2060.41,2093.46,140367
2025-01-21,2093.46,2099.44,2089.36,2091.51,224378
2025-01-22,2091.51,2109.47,2085.33,2101.62,182338
2025-01-23,2101.62,2110.84,2095.18,2103.22,70676
2025-01-24,2103.22,2111.33,2061.11,2067.0,81454
2025-01-27,2067.0,2110.06,2061.2,2106.33,96700
2025-01-28,2106.33,2113.57,2100.97,2106.98,178470
2025-01-29,2106.98,2115.21,2096.99,2100.64,121006
2025-01-30,2100.64,2125.15,2096.57,2117.85,199013
2025-01-31,2117.85,2139.95,2111.11,2137.35,210170
2025-02-03,2137.35,2142.32,2126.8,2130.68,131842
2025-02-04,2130.68,2133.64,2118.86,2120.68,92755
2025-02-05,2120.68,2125.86,2102.66,2110.03,141695
2025-02-06,2110.03,2122.41,2101.98,2115.1,153432
2025-02-07,2115.1,2125.15,2110.88,2117.8,107923
2025-02-10,2117.8,2130.67,2114.31,2128.4,178495
2025-02-11,2128.4,2134.25,2120.34,2127.59,144920
2025-02-12,2127.59,2132.34,2120.08,2121.68,181810
2025-02-13,2121.68,2127.34,2116.07,2123.84,155985
2025-02-14,2123.84,2129.66,2111.57,2117.19,79315
2025-02-17,2117.19,2132.51,2112.47,2126.21,183490
2025-02-18,2126.21,2134.42,2119.76,2132.17,100702
2025-02-19,2132.17,2147.16,2129.47,2139.92,212418
2025-02-20,2139.92,2150.62,2131.44,2146.37,56995
2025-02-21,2146.37,2152.81,2138.46,2141.61,133919
2025-02-24,2141.61,2144.89,2118.21,2120.12,249203
